t,x,y,theta1,theta2,d3,phase
0.0502,0.0,0.25,0.585686,1.380811,0.0,start
0.1003,0.0,0.25,0.585686,1.380811,0.0,start
0.1502,0.0,0.25,0.585686,1.380811,0.0,start
0.2003,0.0,0.25,0.585686,1.380811,0.0,start
0.2502,0.0,0.25,0.585686,1.380811,0.0,start
0.3003,0.0,0.25,0.585686,1.380811,0.0,start
0.3503,0.0,0.25,0.585686,1.380811,0.0,start
0.4002,0.0,0.25,0.585686,1.380811,0.0,start
0.4503,0.0,0.25,0.585686,1.380811,0.0,start
0.5003,0.0,0.25,0.585686,1.380811,0.0,start
0.5503,0.0,0.25,0.585686,1.380811,0.0,start
0.6003,0.0,0.25,0.585686,1.380811,0.0,start
0.6502,0.0,0.25,0.585686,1.380811,0.0,start
0.7003,0.0,0.25,0.585686,1.380811,0.0,start
0.7503,0.0,0.25,0.585686,1.380811,0.0,start
0.8003,0.0,0.25,0.585686,1.380811,0.0,start
0.8503,0.0,0.25,0.585686,1.380811,0.0,start
0.9002,0.0,0.25,0.585686,1.380811,0.0,start
0.9503,0.0,0.25,0.585686,1.380811,0.0,start
1.0002,0.0,0.25,0.585686,1.380811,0.0,start
1.0502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.1003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.1503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.2003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.2502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.3003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.3502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.4003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.4504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.5003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.5503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.6002,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.6503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.7003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.7503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.8004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.8504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.9004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
1.9504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.0004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.0503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.1003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.1504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.2003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.2503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.3003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.3502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.4003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.4503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.5003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.5503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.6003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.6503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.7003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.7503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.8004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.8504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.9004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
2.9502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.0004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.0503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.1003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.1502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.2003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.2503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.3004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.3502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.4002,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.4502,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.5004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.5503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.6003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.6503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.7003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.7504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.8004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.8504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.9004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
3.9504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.0004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.0504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.1003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.1504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.2003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.2504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.3004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.3503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.4004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.4504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.5004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.5504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.6004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.6503,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.7003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.7504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.8004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.8504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.9004,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
4.9504,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
5.0003,-0.05,0.2,0.568212,1.83582,0.0,move_from_home
5.0503,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.1004,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.1504,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.2004,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.2504,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.3003,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.3504,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.4004,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.4504,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.5004,-0.05,0.2,0.568212,1.83582,0.02,dip_down_c0
5.5503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.6002,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.6504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.7004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.7504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.8004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.8504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.9004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
5.9504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.0002,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.0503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.1004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.1502,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.2004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.2504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.3002,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.3504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.4004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.4504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.5002,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.5504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.6004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.6504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.7004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.7504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.8004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.8504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.9004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
6.9504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.0003,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.0504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.1004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.1504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.2004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.2504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.3004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.3502,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.4004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.4504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.5004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.5504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.6004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.6504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.7004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.7503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.8004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.8502,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.9003,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
7.9503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.0003,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.0504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.1004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.1504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.2004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.2504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.3004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.3503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.4004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.4504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.5004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.5504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.6004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.6503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.7004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.7504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.8004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.8504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.9004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
8.9504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.0003,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.0504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.1004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.1504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.2004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.2504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.3004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.3503,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.4004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.4504,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.5004,-0.05,0.2,0.568212,1.83582,0.02,dwell_c0
9.5503,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.6004,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.6503,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.7004,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.7503,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.8004,-0.05,0.2,0.568212,1.83582,0.0,dip_up_c0
9.8502,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
9.9004,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
9.9504,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
10.0003,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
10.0504,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
10.1004,-0.045,0.2,0.597163,1.846395,0.0,edge_c0
10.1502,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.2004,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.2502,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.3004,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.3503,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.4004,-0.04,0.2,0.625816,1.855863,0.0,edge_c0
10.4503,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.5004,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.5504,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.6004,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.6503,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.7004,-0.035,0.2,0.654146,1.864223,0.0,edge_c0
10.7503,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
10.8004,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
10.8503,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
10.9004,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
10.9503,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
11.0004,-0.03,0.2,0.682127,1.871473,0.0,edge_c0
11.0502,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.1003,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.1504,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.2004,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.2504,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.3004,-0.025,0.2,0.709731,1.877612,0.0,edge_c0
11.3503,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.4003,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.4503,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.5004,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.5504,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.6004,-0.02,0.2,0.73693,1.882637,0.0,edge_c0
11.6502,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.7004,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.7503,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.8004,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.8503,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.9004,-0.015,0.2,0.763694,1.886547,0.0,edge_c0
11.9503,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.0004,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.0504,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.1004,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.1504,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.2002,-0.01,0.2,0.789992,1.889341,0.0,edge_c0
12.2502,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.3003,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.3503,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.4003,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.4503,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.5003,-0.005,0.2,0.815794,1.891018,0.0,edge_c0
12.5502,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.6003,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.6503,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.7003,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.7503,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.8004,0.0,0.2,0.841069,1.891577,0.0,edge_c0
12.8503,0.005,0.2,0.865784,1.891018,0.0,edge_c0
12.9004,0.005,0.2,0.865784,1.891018,0.0,edge_c0
12.9504,0.005,0.2,0.865784,1.891018,0.0,edge_c0
13.0003,0.005,0.2,0.865784,1.891018,0.0,edge_c0
13.0504,0.005,0.2,0.865784,1.891018,0.0,edge_c0
13.1004,0.005,0.2,0.865784,1.891018,0.0,edge_c0
13.1503,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.2004,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.2503,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.3003,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.3502,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.4003,0.01,0.2,0.889909,1.889341,0.0,edge_c0
13.4502,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.5003,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.5503,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.6003,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.6503,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.7003,0.015,0.2,0.913414,1.886547,0.0,edge_c0
13.7502,0.02,0.2,0.936267,1.882637,0.0,edge_c0
13.8004,0.02,0.2,0.936267,1.882637,0.0,edge_c0
13.8503,0.02,0.2,0.936267,1.882637,0.0,edge_c0
13.9004,0.02,0.2,0.936267,1.882637,0.0,edge_c0
13.9504,0.02,0.2,0.936267,1.882637,0.0,edge_c0
14.0004,0.02,0.2,0.936267,1.882637,0.0,edge_c0
14.0502,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.1002,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.1502,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.2002,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.2502,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.3002,0.025,0.2,0.958441,1.877612,0.0,edge_c0
14.3502,0.03,0.2,0.979907,1.871473,0.0,edge_c0
14.4002,0.03,0.2,0.979907,1.871473,0.0,edge_c0
14.4502,0.03,0.2,0.979907,1.871473,0.0,edge_c0
