t,x,y,theta1,theta2,d3,phase
44.5502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.6002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.6502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.7003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.7502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.8003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.8503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.9003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
44.9502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.0003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.0502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.1003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.1503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.2003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.2502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.3002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.3502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.4003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.4503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.5002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.5503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.6002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.6503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.7002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.7503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.8003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.8503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.9003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
45.9503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.0002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.0503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.1002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.1503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.2003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.2503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.3003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.3502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.4003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.4503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.5002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.5503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.6003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.6502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.7003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.7502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.8003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.8503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.9003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
46.9503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.0003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.0503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.1003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.1503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.2003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.2503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.3003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.3502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.4002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.4503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.5003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.5503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.6002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.6503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.7003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.7502,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.8003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.8503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.9003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
47.9503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.0002,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.0503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.1003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.1503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.2003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.2503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.3003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.3503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.4003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.4503,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.5003,-0.05,0.3,-0.165149,0.20944,0.0,edge_c2
48.5502,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.6003,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.6503,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.7003,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.7503,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.8003,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.8503,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.9003,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
48.9503,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
49.0003,-0.05,0.3,-0.165149,0.20944,0.02,dip_down_c3
49.0503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.1003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.1503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.2003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.2503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.3003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.3503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.4003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.4503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.5003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.5503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.6003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.6503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.7003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.7503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.8003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.8503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.9003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
49.9503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.0003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.0503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.1003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.1503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.2002,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.2503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.3003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.3502,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.4003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.4502,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.5003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.5503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.6003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.6503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.7003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.7503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.8003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.8503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.9003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
50.9502,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.0002,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.0503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.1003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.1504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.2003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.2503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.3004,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.3503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.4003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.4503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.5003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.5504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.6003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.6503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.7003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.7503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.8003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.8503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.9003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
51.9504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.0003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.0503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.1003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.1503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.2003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.2503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.3003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.3503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.4003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.4504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.5003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.5504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.6003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.6503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.7003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.7504,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.8003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.8503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.9003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
52.9503,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
53.0003,-0.05,0.3,-0.165149,0.20944,0.02,dwell_c3
53.0502,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.1003,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.1504,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.2003,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.2503,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.3003,-0.05,0.3,-0.165149,0.20944,0.0,dip_up_c3
53.3502,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.4003,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.4503,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.5003,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.5503,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.6003,-0.05,0.295,-0.095184,0.354864,0.0,edge_c3
53.6503,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.7003,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.7503,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.8003,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.8503,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.9003,-0.05,0.29,0.024875,0.60066,0.0,edge_c3
53.9503,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.0003,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.0504,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.1003,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.1503,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.2003,-0.05,0.285,0.093547,0.743876,0.0,edge_c3
54.2503,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.3003,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.3503,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.4003,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.4502,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.5003,-0.05,0.28,0.146889,0.856635,0.0,edge_c3
54.5504,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.6003,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.6503,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.7003,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.7504,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.8003,-0.05,0.275,0.191891,0.952929,0.0,edge_c3
54.8502,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
54.9003,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
54.9504,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
55.0002,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
55.0503,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
55.1003,-0.05,0.27,0.231428,1.038518,0.0,edge_c3
55.1503,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.2003,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.2503,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.3003,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.3503,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.4003,-0.05,0.265,0.267013,1.11644,0.0,edge_c3
55.4503,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.5002,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.5502,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.6003,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.6502,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.7003,-0.05,0.26,0.299557,1.18853,0.0,edge_c3
55.7503,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
55.8003,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
55.8503,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
55.9003,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
55.9504,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
56.0003,-0.05,0.255,0.329656,1.255995,0.0,edge_c3
56.0502,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.1003,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.1502,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.2002,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.2502,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.3002,-0.05,0.25,0.357726,1.319682,0.0,edge_c3
56.3503,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.4003,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.4503,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.5003,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.5503,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.6003,-0.05,0.245,0.384067,1.380207,0.0,edge_c3
56.6502,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.7002,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.7502,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.8003,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.8502,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.9003,-0.05,0.24,0.408905,1.438041,0.0,edge_c3
56.9503,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.0003,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.0502,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.1003,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.1503,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.2003,-0.05,0.235,0.432414,1.493547,0.0,edge_c3
57.2502,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.3002,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.3502,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.4002,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.4502,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.5003,-0.05,0.23,0.454728,1.547016,0.0,edge_c3
57.5502,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.6002,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.6503,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.7003,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.7503,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.8003,-0.05,0.225,0.475954,1.598685,0.0,edge_c3
57.8503,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
57.9003,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
57.9503,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
58.0003,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
58.0503,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
58.1002,-0.05,0.22,0.496177,1.648746,0.0,edge_c3
58.1502,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.2003,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.2503,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.3003,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.3503,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.4003,-0.05,0.215,0.515465,1.697363,0.0,edge_c3
58.4502,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.5003,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.5503,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.6003,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.6503,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.7003,-0.05,0.21,0.533873,1.744673,0.0,edge_c3
58.7503,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
58.8003,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
58.8503,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
58.9002,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
58.9503,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
59.0002,-0.05,0.205,0.551444,1.790792,0.0,edge_c3
